id,astar_500tr_reg_dep,cr_500tr_dep,astar_500tr_reg_arr,cr_500tr_arr,astar_500tr_reg_route,cr_500tr_route,astar_500tr_reg_traveltime,cr_500tr_traveltime,same_traveltime?,same_route?
115,115.0,115.0,177.0,177.0,['B0A0 A0A1 A1B1 B1C1 C1C0 C0B0'],['B0A0 A0A1 A1B1 B1C1 C1C0 C0B0'],62.0,62.0,True,True
116,116.0,116.0,152.0,152.0,['F8G8 G8G7 G7G6 G6G7'],['F8G8 G8G7 G7G6 G6G7'],36.0,36.0,True,True
117,117.0,117.0,156.0,156.0,['C4D4 D4C4 C4B4 B4A4'],['C4D4 D4C4 C4B4 B4A4'],39.0,39.0,True,True
118,118.0,118.0,229.0,229.0,['I6J6 J6J5 J5I5 I5H5 H5G5 G5F5 F5E5 E5D5 D5C5 C5D5'],['I6J6 J6J5 J5I5 I5H5 H5G5 G5F5 F5E5 E5D5 D5C5 C5D5'],111.0,111.0,True,True
119,119.0,119.0,188.0,188.0,['F8G8 G8G7 G7G6 G6G5 G5G4 G4G3 G3G2 G2G1 G1G0'],['F8G8 G8G7 G7G6 G6G5 G5G4 G4G3 G3G2 G2G1 G1G0'],69.0,69.0,True,True
120,120.0,120.0,200.0,200.0,['E2E1 E1E2 E2E3 E3E4 E4E5 E5E6 E6E7 E7F7 F7G7'],['E2E1 E1E2 E2E3 E3E4 E4E5 E5E6 E6E7 E7F7 F7G7'],80.0,80.0,True,True
121,121.0,121.0,176.0,176.0,['F2F1 F1G1 G1H1 H1I1 I1J1 J1J2'],['F2F1 F1G1 G1H1 H1I1 I1J1 J1J2'],55.0,55.0,True,True
122,122.0,122.0,205.0,205.0,['C2B2 B2B1 B1B0 B0C0 C0D0 D0E0 E0F0 F0G0 G0H0 H0H1'],['C2B2 B2B1 B1B0 B0C0 C0D0 D0E0 E0F0 F0G0 G0H0 H0H1'],83.0,83.0,True,True
123,123.0,123.0,210.0,210.0,['C5B5 B5C5 C5D5 D5E5 E5E4 E4E3 E3E2 E2E1 E1E0 E0D0'],['C5B5 B5C5 C5D5 D5E5 E5E4 E4E3 E3E2 E2E1 E1E0 E0D0'],87.0,87.0,True,True
124,125.0,125.0,203.0,203.0,['G6F6 F6E6 E6E5 E5E4 E4E3 E3E2 E2E1 E1D1 D1C1'],['G6F6 F6E6 E6E5 E5E4 E4E3 E3E2 E2E1 E1D1 D1C1'],78.0,78.0,True,True
125,125.0,125.0,185.0,185.0,['D2D3 D3E3 E3F3 F3G3 G3H3 H3I3'],['D2D3 D3E3 E3F3 F3G3 G3H3 H3I3'],60.0,60.0,True,True
126,126.0,126.0,210.0,210.0,['A9A8 A8A7 A7A6 A6A5 A5B5 B5C5 C5D5 D5E5 E5F5'],['A9A8 A8A7 A7A6 A6A5 A5B5 B5C5 C5D5 D5E5 E5F5'],84.0,84.0,True,True
127,127.0,127.0,163.0,163.0,['J9J8 J8J9 J9I9'],['J9J8 J8J9 J9I9'],36.0,36.0,True,True
128,129.0,129.0,210.0,210.0,['A9A8 A8A7 A7A6 A6A5 A5A4 A4A3 A3A2 A2B2 B2C2 C2D2'],['A9A8 A8A7 A7A6 A6A5 A5A4 A4A3 A3A2 A2B2 B2C2 C2D2'],81.0,81.0,True,True
129,129.0,129.0,264.0,264.0,['C7C8 C8D8 D8E8 E8F8 F8G8 G8H8 H8I8 I8J8 J8J7 J7J6 J6J5 J5J4 J4J3 J3J2 J2J1 J1J0'],['C7C8 C8D8 D8E8 E8F8 F8G8 G8H8 H8I8 I8J8 J8J7 J7J6 J6J5 J5J4 J4J3 J3J2 J2J1 J1J0'],135.0,135.0,True,True
130,130.0,130.0,168.0,168.0,['I6H6 H6H5 H5I5 I5J5'],['I6H6 H6H5 H5I5 I5J5'],38.0,38.0,True,True
131,131.0,131.0,180.0,180.0,['D7D8 D8C8 C8B8 B8B7 B7B6'],['D7D8 D8C8 C8B8 B8B7 B7B6'],49.0,49.0,True,True
132,132.0,132.0,241.0,241.0,['I1J1 J1J2 J2J3 J3J4 J4J5 J5J6 J6J7 J7J8 J8J9 J9I9 I9H9 H9G9 G9F9'],['I1J1 J1J2 J2J3 J3J4 J4J5 J5J6 J6J7 J7J8 J8J9 J9I9 I9H9 H9G9 G9F9'],109.0,109.0,True,True
133,133.0,133.0,233.0,233.0,['G0H0 H0I0 I0J0 J0J1 J1J2 J2J3 J3J4 J4J5 J5J6 J6J7 J7J8 J8I8'],['G0H0 H0I0 I0J0 J0J1 J1J2 J2J3 J3J4 J4J5 J5J6 J6J7 J7J8 J8I8'],100.0,100.0,True,True
134,134.0,134.0,252.0,252.0,['G4G5 G5F5 F5E5 E5D5 D5C5 C5B5 B5A5 A5A4 A4A3 A3A2 A2A1 A1A0'],['G4G5 G5F5 F5E5 E5D5 D5C5 C5B5 B5A5 A5A4 A4A3 A3A2 A2A1 A1A0'],118.0,118.0,True,True
135,135.0,135.0,193.0,193.0,['I0H0 H0G0 G0F0 F0E0 E0D0 D0D1 D1C1'],['I0H0 H0G0 G0F0 F0E0 E0D0 D0D1 D1C1'],58.0,58.0,True,True
136,136.0,136.0,195.0,195.0,['G5G4 G4G3 G3G2 G2H2 H2I2 I2J2 J2J1'],['G5G4 G4G3 G3G2 G2H2 H2I2 I2J2 J2J1'],59.0,59.0,True,True
137,137.0,137.0,165.0,165.0,['B5B4 B4B3 B3B4'],['B5B4 B4B3 B3B4'],28.0,28.0,True,True
138,138.0,138.0,217.0,217.0,['B2C2 C2D2 D2E2 E2E3 E3E4 E4E5 E5F5 F5E5'],['B2C2 C2D2 D2E2 E2E3 E3E4 E4E5 E5F5 F5E5'],79.0,79.0,True,True
139,139.0,139.0,203.0,203.0,['C8C7 C7C8 C8C9 C9D9 D9E9 E9F9 F9G9'],['C8C7 C7C8 C8C9 C9D9 D9E9 E9F9 F9G9'],64.0,64.0,True,True
140,140.0,140.0,219.0,219.0,['H0I0 I0H0 H0G0 G0F0 F0E0 E0D0 D0C0 C0C1 C1C2 C2B2'],['H0I0 I0H0 H0G0 G0F0 F0E0 E0D0 D0C0 C0C1 C1C2 C2B2'],79.0,79.0,True,True
141,142.0,142.0,258.0,258.0,['G2H2 H2G2 G2F2 F2E2 E2D2 D2C2 C2C3 C3C4 C4C5 C5C6 C6C7 C7C8'],['G2H2 H2G2 G2F2 F2E2 E2D2 D2C2 C2C3 C3C4 C4C5 C5C6 C6C7 C7C8'],116.0,116.0,True,True
142,142.0,142.0,208.0,208.0,['E8E9 E9F9 F9G9 G9H9 H9I9 I9I8 I8H8'],['E8E9 E9F9 F9G9 G9H9 H9I9 I9I8 I8H8'],66.0,66.0,True,True
143,143.0,143.0,252.0,252.0,['I2J2 J2I2 I2H2 H2G2 G2G1 G1F1 F1E1 E1D1 D1C1 C1B1 B1B2'],['I2J2 J2I2 I2H2 H2G2 G2G1 G1F1 F1E1 E1D1 D1C1 C1B1 B1B2'],109.0,109.0,True,True
144,144.0,144.0,266.0,266.0,['E2F2 F2E2 E2D2 D2C2 C2C3 C3C4 C4C5 C5C6 C6C7 C7C8 C8C9'],['E2F2 F2E2 E2D2 D2C2 C2C3 C3C4 C4C5 C5C6 C6C7 C7C8 C8C9'],122.0,122.0,True,True
145,145.0,145.0,241.0,241.0,['A0B0 B0C0 C0D0 D0E0 E0F0 F0G0 G0H0 H0H1 H1H2 H2H3 H3H4 H4H5 H5H6'],['A0B0 B0C0 C0D0 D0E0 E0F0 F0G0 G0H0 H0H1 H1H2 H2H3 H3H4 H4H5 H5H6'],96.0,96.0,True,True
146,148.0,148.0,241.0,241.0,['G3F3 F3E3 E3D3 D3C3 C3C4 C4C5 C5C6 C6C7 C7C6'],['G3F3 F3E3 E3D3 D3C3 C3C4 C4C5 C5C6 C6C7 C7C6'],93.0,93.0,True,True
147,147.0,147.0,216.0,216.0,['H2I2 I2H2 H2G2 G2F2 F2F3 F3F4 F4G4'],['H2I2 I2H2 H2G2 G2F2 F2F3 F3F4 F4G4'],69.0,69.0,True,True
148,149.0,149.0,219.0,219.0,['E3D3 D3C3 C3C2 C2C1 C1B1 B1A1 A1A2'],['E3D3 D3C3 C3C2 C2C1 C1B1 B1A1 A1A2'],70.0,70.0,True,True
149,149.0,149.0,242.0,242.0,['A9B9 B9C9 C9D9 D9E9 E9F9 F9G9 G9H9 H9I9 I9I8 I8I7 I7I6 I6H6'],['A9B9 B9C9 C9D9 D9E9 E9F9 F9G9 G9H9 H9I9 I9I8 I8I7 I7I6 I6H6'],93.0,93.0,True,True
150,150.0,150.0,226.0,226.0,['I8H8 H8H7 H7H6 H6G6 G6F6 F6F5 F5F4 F4F3'],['I8H8 H8H7 H7H6 H6G6 G6F6 F6F5 F5F4 F4F3'],76.0,76.0,True,True
151,151.0,151.0,265.0,265.0,['I1J1 J1I1 I1H1 H1G1 G1F1 F1F2 F2F3 F3F4 F4F5 F5F6 F6F7 F7F8'],['I1J1 J1I1 I1H1 H1G1 G1F1 F1F2 F2F3 F3F4 F4F5 F5F6 F6F7 F7F8'],114.0,114.0,True,True
152,152.0,152.0,197.0,197.0,['B6B7 B7B6 B6B5 B5B4 B4B5'],['B6B7 B7B6 B6B5 B5B4 B4B5'],45.0,45.0,True,True
153,153.0,153.0,279.0,279.0,['D1E1 E1F1 F1G1 G1H1 H1I1 I1I2 I2I3 I3I4 I4I5 I5I6 I6I7 I7I8'],['D1E1 E1F1 F1G1 G1H1 H1I1 I1I2 I2I3 I3I4 I4I5 I5I6 I6I7 I7I8'],126.0,126.0,True,True
154,154.0,154.0,196.0,196.0,['H7I7 I7I6 I6I5 I5I4 I4H4'],['H7I7 I7I6 I6I5 I5I4 I4H4'],42.0,42.0,True,True
155,155.0,155.0,273.0,273.0,['I7I8 I8H8 H8G8 G8F8 F8E8 E8E7 E7E6 E6E5 E5E4 E4E3 E3E2 E2D2 D2C2 C2C3'],['I7I8 I8H8 H8G8 G8F8 F8E8 E8E7 E7E6 E6E5 E5E4 E4E3 E3E2 E2D2 D2C2 C2C3'],118.0,118.0,True,True
156,156.0,156.0,203.0,203.0,['C6B6 B6B5 B5B4 B4B3 B3B2 B2B3'],['C6B6 B6B5 B5B4 B4B3 B3B2 B2B3'],47.0,47.0,True,True
157,157.0,157.0,194.0,194.0,['H6H5 H5H6 H6I6 I6I5'],['H6H5 H5H6 H6I6 I6I5'],37.0,37.0,True,True
158,158.0,158.0,214.0,214.0,['E1E0 E0E1 E1F1 F1G1 G1G2'],['E1E0 E0E1 E1F1 F1G1 G1G2'],56.0,56.0,True,True
159,159.0,159.0,309.0,309.0,['B7A7 A7B7 B7C7 C7D7 D7E7 E7F7 F7G7 G7H7 H7I7 I7J7 J7J6 J6J5 J5J4 J4J3 J3J2 J2J1 J1I1'],['B7A7 A7B7 B7C7 C7D7 D7E7 E7F7 F7G7 G7H7 H7I7 I7J7 J7J6 J6J5 J5J4 J4J3 J3J2 J2J1 J1I1'],150.0,150.0,True,True
160,160.0,160.0,201.0,201.0,['I4I5 I5J5 J5J6 J6J7'],['I4I5 I5J5 J5J6 J6J7'],41.0,41.0,True,True
161,161.0,161.0,225.0,225.0,['H9G9 G9H9 H9I9 I9I8 I8I7 I7I6 I6H6'],['H9G9 G9H9 H9I9 I9I8 I8I7 I7I6 I6H6'],64.0,64.0,True,True
162,162.0,162.0,250.0,250.0,['A3A2 A2B2 B2C2 C2D2 D2E2 E2F2 F2G2 G2H2 H2H3'],['A3A2 A2B2 B2C2 C2D2 D2E2 E2F2 F2G2 G2H2 H2H3'],88.0,88.0,True,True
163,163.0,163.0,266.0,266.0,['D4C4 C4D4 D4E4 E4F4 F4G4 G4H4 H4I4 I4J4 J4J3 J3J2 J2J1 J1J0'],['D4C4 C4D4 D4E4 E4F4 F4G4 G4H4 H4I4 I4J4 J4J3 J3J2 J2J1 J1J0'],103.0,103.0,True,True
164,165.0,165.0,217.0,217.0,['H8H7 H7H6 H6H5 H5H4 H4I4 I4I5'],['H8H7 H7H6 H6H5 H5H4 H4I4 I4I5'],52.0,52.0,True,True
165,165.0,165.0,242.0,242.0,['H9G9 G9F9 F9E9 E9D9 D9D8 D8D7 D7C7 C7D7'],['H9G9 G9F9 F9E9 E9D9 D9D8 D8D7 D7C7 C7D7'],77.0,77.0,True,True
166,166.0,166.0,275.0,275.0,['H7G7 G7F7 F7E7 E7D7 D7D6 D6D5 D5D4 D4D3 D3D2 D2C2 C2B2 B2C2'],['H7G7 G7F7 F7E7 E7D7 D7D6 D6D5 D5D4 D4D3 D3D2 D2C2 C2B2 B2C2'],109.0,109.0,True,True
167,167.0,167.0,206.0,206.0,['I5H5 H5I5 I5I4 I4H4'],['I5H5 H5I5 I5I4 I4H4'],39.0,39.0,True,True
168,169.0,169.0,269.0,269.0,['C3D3 D3D4 D4D5 D5D6 D6D7 D7D8 D8D9 D9E9 E9F9 F9G9 G9H9 H9I9'],['C3D3 D3D4 D4D5 D5D6 D6D7 D7D8 D8D9 D9E9 E9F9 F9G9 G9H9 H9I9'],100.0,100.0,True,True
169,169.0,169.0,233.0,233.0,['E6D6 D6D5 D5D4 D4D3 D3D2 D2D1 D1D2'],['E6D6 D6D5 D5D4 D4D3 D3D2 D2D1 D1D2'],64.0,64.0,True,True
170,171.0,171.0,278.0,278.0,['H7I7 I7I6 I6H6 H6G6 G6F6 F6E6 E6D6 D6C6 C6C5 C5C4 C4B4'],['H7I7 I7I6 I6H6 H6G6 G6F6 F6E6 E6D6 D6C6 C6C5 C5C4 C4B4'],107.0,107.0,True,True
171,171.0,171.0,229.0,229.0,['A3A2 A2A1 A1B1 B1C1 C1B1'],['A3A2 A2A1 A1B1 B1C1 C1B1'],58.0,58.0,True,True
172,172.0,172.0,242.0,242.0,['D3E3 E3F3 F3G3 G3H3 H3I3 I3I4 I4I5'],['D3E3 E3F3 F3G3 G3H3 H3I3 I3I4 I4I5'],70.0,70.0,True,True
173,173.0,173.0,270.0,270.0,['J5J6 J6J7 J7J8 J8I8 I8H8 H8G8 G8F8 F8E8 E8D8 D8C8 C8D8'],['J5J6 J6J7 J7J8 J8I8 I8H8 H8G8 G8F8 F8E8 E8D8 D8C8 C8D8'],97.0,97.0,True,True
174,174.0,174.0,228.0,228.0,['G3G2 G2G1 G1G0 G0F0 F0E0 E0E1'],['G3G2 G2G1 G1G0 G0F0 F0E0 E0E1'],54.0,54.0,True,True
175,175.0,175.0,278.0,278.0,['J7J6 J6J5 J5J4 J4J3 J3I3 I3H3 H3G3 G3F3 F3F4'],['J7J6 J6J5 J5J4 J4J3 J3I3 I3H3 H3G3 G3F3 F3F4'],103.0,103.0,True,True
176,176.0,176.0,280.0,280.0,['J2J1 J1I1 I1H1 H1G1 G1F1 F1E1 E1D1 D1C1 C1B1 B1B2 B2B3 B3B4'],['J2J1 J1I1 I1H1 H1G1 G1F1 F1E1 E1D1 D1C1 C1B1 B1B2 B2B3 B3B4'],104.0,104.0,True,True
177,177.0,177.0,275.0,275.0,['J6I6 I6I7 I7I8 I8I9 I9H9 H9G9 G9F9 F9E9 E9D9 D9C9 C9B9 B9B8'],['J6I6 I6I7 I7I8 I8I9 I9H9 H9G9 G9F9 F9E9 E9D9 D9C9 C9B9 B9B8'],98.0,98.0,True,True
178,178.0,178.0,277.0,277.0,['J5I5 I5H5 H5G5 G5F5 F5E5 E5D5 D5C5 C5C6 C6C7 C7C8'],['J5I5 I5H5 H5G5 G5F5 F5E5 E5D5 D5C5 C5C6 C6C7 C7C8'],99.0,99.0,True,True
179,179.0,179.0,240.0,240.0,['B3A3 A3B3 B3C3 C3D3 D3E3 E3F3'],['B3A3 A3B3 B3C3 C3D3 D3E3 E3F3'],61.0,61.0,True,True
180,182.0,182.0,290.0,290.0,['H1I1 I1H1 H1G1 G1F1 F1E1 E1D1 D1D2 D2D1'],['H1I1 I1H1 H1G1 G1F1 F1E1 E1D1 D1D2 D2D1'],108.0,108.0,True,True
181,181.0,181.0,212.0,212.0,['G0F0 F0F1 F1F0'],['G0F0 F0F1 F1F0'],31.0,31.0,True,True
182,182.0,182.0,220.0,220.0,['D8E8 E8F8 F8F7 F7E7'],['D8E8 E8F8 F8F7 F7E7'],38.0,38.0,True,True
183,183.0,183.0,244.0,244.0,['C6C7 C7C8 C8C9 C9D9 D9E9 E9F9 F9G9 G9H9'],['C6C7 C7C8 C8C9 C9D9 D9E9 E9F9 F9G9 G9H9'],61.0,61.0,True,True
184,184.0,184.0,292.0,292.0,['A0A1 A1B1 B1B0 B0C0 C0D0 D0E0 E0F0 F0G0 G0H0 H0I0 I0J0 J0J1'],['A0A1 A1B1 B1B0 B0C0 C0D0 D0E0 E0F0 F0G0 G0H0 H0I0 I0J0 J0J1'],108.0,108.0,True,True
185,185.0,185.0,259.0,259.0,['F3F4 F4G4 G4G3 G3G2 G2G1 G1G0 G0H0 H0I0'],['F3F4 F4G4 G4G3 G3G2 G2G1 G1G0 G0H0 H0I0'],74.0,74.0,True,True
186,186.0,186.0,232.0,232.0,['H3G3 G3G4 G4G5 G5G6 G6F6'],['H3G3 G3G4 G4G5 G5G6 G6F6'],46.0,46.0,True,True
187,187.0,187.0,239.0,239.0,['D7C7 C7B7 B7A7 A7A8 A8B8'],['D7C7 C7B7 B7A7 A7A8 A8B8'],52.0,52.0,True,True
188,188.0,188.0,270.0,270.0,['G5G6 G6G5 G5G4 G4G3 G3F3 F3E3 E3D3 D3E3'],['G5G6 G6G5 G5G4 G4G3 G3F3 F3E3 E3D3 D3E3'],82.0,82.0,True,True
189,189.0,189.0,262.0,262.0,['D2D3 D3E3 E3F3 F3G3 G3H3 H3I3 I3H3'],['D2D3 D3E3 E3F3 F3G3 G3H3 H3I3 I3H3'],73.0,73.0,True,True
190,190.0,190.0,244.0,244.0,['H1G1 G1F1 F1E1 E1D1 D1D0'],['H1G1 G1F1 F1E1 E1D1 D1D0'],54.0,54.0,True,True
191,191.0,191.0,248.0,248.0,['D2C2 C2D2 D2E2 E2E1 E1E2'],['D2C2 C2D2 D2E2 E2E1 E1E2'],57.0,57.0,True,True
192,192.0,192.0,230.0,230.0,['E0F0 F0E0 E0D0 D0E0'],['E0F0 F0E0 E0D0 D0E0'],38.0,38.0,True,True
193,193.0,193.0,275.0,275.0,['B4B5 B5C5 C5D5 D5E5 E5E4 E4E3 E3E2 E2E3'],['B4B5 B5C5 C5D5 D5E5 E5E4 E4E3 E3E2 E2E3'],82.0,82.0,True,True
194,194.0,194.0,283.0,283.0,['J2J1 J1I1 I1H1 H1G1 G1G2 G2G3 G3G4 G4G5 G5G6 G6G7'],['J2J1 J1I1 I1H1 H1G1 G1G2 G2G3 G3G4 G4G5 G5G6 G6G7'],89.0,89.0,True,True
195,195.0,195.0,293.0,293.0,['I8H8 H8H7 H7H6 H6H5 H5H4 H4H3 H3H2 H2H1 H1G1 G1F1'],['I8H8 H8H7 H7H6 H6H5 H5H4 H4H3 H3H2 H2H1 H1G1 G1F1'],98.0,98.0,True,True
196,196.0,196.0,281.0,281.0,['D1D0 D0D1 D1E1 E1F1 F1F2 F2F3 F3F4 F4F5'],['D1D0 D0D1 D1E1 E1F1 F1F2 F2F3 F3F4 F4F5'],85.0,85.0,True,True
197,197.0,197.0,306.0,306.0,['A0A1 A1A2 A2A3 A3A4 A4A5 A5A6 A6A7 A7A8 A8A9 A9B9 B9C9 C9D9'],['A0A1 A1A2 A2A3 A3A4 A4A5 A5A6 A6A7 A7A8 A8A9 A9B9 B9C9 C9D9'],109.0,109.0,True,True
198,198.0,198.0,266.0,266.0,['E3E2 E2E3 E3E4 E4E5 E5E6 E6E7 E7F7 F7F6'],['E3E2 E2E3 E3E4 E4E5 E5E6 E6E7 E7F7 F7F6'],68.0,68.0,True,True
199,199.0,199.0,253.0,253.0,['G4G5 G5G6 G6F6 F6E6 E6E7'],['G4G5 G5G6 G6F6 F6E6 E6E7'],54.0,54.0,True,True
200,200.0,200.0,271.0,271.0,['E4E5 E5E4 E4E3 E3E2 E2D2 D2C2 C2D2'],['E4E5 E5E4 E4E3 E3E2 E2D2 D2C2 C2D2'],71.0,71.0,True,True
201,201.0,201.0,281.0,281.0,['E7E6 E6E7 E7F7 F7G7 G7H7 H7I7 I7J7'],['E7E6 E6E7 E7F7 F7G7 G7H7 H7I7 I7J7'],80.0,80.0,True,True
202,202.0,202.0,299.0,299.0,['H7I7 I7H7 H7G7 G7F7 F7E7 E7D7 D7C7 C7B7 B7B8 B8B9'],['H7I7 I7H7 H7G7 G7F7 F7E7 E7D7 D7C7 C7B7 B7B8 B8B9'],97.0,97.0,True,True
203,203.0,203.0,248.0,248.0,['B0C0 C0D0 D0E0 E0F0 F0F1 F1F2'],['B0C0 C0D0 D0E0 E0F0 F0F1 F1F2'],45.0,45.0,True,True
204,204.0,204.0,271.0,271.0,['G2G3 G3G4 G4F4 F4E4 E4D4 D4D3'],['G2G3 G3G4 G4F4 F4E4 E4D4 D4D3'],67.0,67.0,True,True
205,205.0,205.0,247.0,247.0,['I0H0 H0H1 H1H2 H2H3 H3I3'],['I0H0 H0H1 H1H2 H2H3 H3I3'],42.0,42.0,True,True
206,206.0,206.0,285.0,285.0,['G6G5 G5G4 G4G3 G3F3 F3E3 E3D3 D3C3 C3D3'],['G6G5 G5G4 G4G3 G3F3 F3E3 E3D3 D3C3 C3D3'],79.0,79.0,True,True
207,207.0,207.0,259.0,259.0,['C1C2 C2C3 C3B3 B3A3 A3A2'],['C1C2 C2C3 C3B3 B3A3 A3A2'],52.0,52.0,True,True
208,212.0,212.0,263.0,263.0,['C5D5 D5E5 E5E6 E6E7 E7E8'],['C5D5 D5E5 E5E6 E6E7 E7E8'],51.0,51.0,True,True
209,209.0,209.0,338.0,338.0,['I3H3 H3H4 H4H5 H5H6 H6H7 H7H8 H8H9 H9G9 G9F9 F9E9 E9D9 D9C9 C9B9 B9A9 A9A8'],['I3H3 H3H4 H4H5 H5H6 H6H7 H7H8 H8H9 H9G9 G9F9 F9E9 E9D9 D9C9 C9B9 B9A9 A9A8'],129.0,129.0,True,True
210,210.0,210.0,257.0,257.0,['E2D2 D2E2 E2F2 F2G2 G2G1'],['E2D2 D2E2 E2F2 F2G2 G2G1'],47.0,47.0,True,True
211,211.0,211.0,332.0,332.0,['C1B1 B1B2 B2B3 B3B4 B4B5 B5B6 B6C6 C6D6 D6E6 E6F6 F6F7 F7F8 F8G8 G8G7'],['C1B1 B1B2 B2B3 B3B4 B4B5 B5B6 B6C6 C6D6 D6E6 E6F6 F6F7 F7F8 F8G8 G8G7'],121.0,121.0,True,True
212,212.0,212.0,273.0,273.0,['E9D9 D9D8 D8D7 D7D6 D6D5 D5C5 C5C6'],['E9D9 D9D8 D8D7 D7D6 D6D5 D5C5 C5C6'],61.0,61.0,True,True
213,214.0,214.0,334.0,334.0,['G4H4 H4G4 G4F4 F4E4 E4D4 D4C4 C4B4 B4A4 A4A3 A3A2 A2A1 A1A0 A0B0'],['G4H4 H4G4 G4F4 F4E4 E4D4 D4C4 C4B4 B4A4 A4A3 A3A2 A2A1 A1A0 A0B0'],120.0,120.0,True,True
214,221.0,221.0,274.0,274.0,['H3I3 I3H3 H3H4 H4H5 H5H6'],['H3I3 I3H3 H3H4 H4H5 H5H6'],53.0,53.0,True,True
215,215.0,215.0,267.0,267.0,['B2C2 C2D2 D2D3 D3E3 E3D3'],['B2C2 C2D2 D2D3 D3E3 E3D3'],52.0,52.0,True,True
216,216.0,216.0,370.0,370.0,['B9A9 A9A8 A8A7 A7A6 A6A5 A5A4 A4B4 B4C4 C4D4 D4E4 E4F4 F4G4 G4H4 H4I4 I4J4 J4J3'],['B9A9 A9A8 A8A7 A7A6 A6A5 A5A4 A4B4 B4C4 C4D4 D4E4 E4F4 F4G4 G4H4 H4I4 I4J4 J4J3'],154.0,154.0,True,True
217,217.0,217.0,326.0,326.0,['F1G1 G1F1 F1E1 E1D1 D1C1 C1B1 B1A1 A1A2 A2A3 A3A4 A4A5 A5A6 A6A7'],['F1G1 G1F1 F1E1 E1D1 D1C1 C1B1 B1A1 A1A2 A2A3 A3A4 A4A5 A5A6 A6A7'],109.0,109.0,True,True
218,218.0,218.0,328.0,328.0,['C6B6 B6C6 C6D6 D6E6 E6F6 F6G6 G6H6 H6I6 I6I5 I5I4 I4I3 I3H3'],['C6B6 B6C6 C6D6 D6E6 E6F6 F6G6 G6H6 H6I6 I6I5 I5I4 I4I3 I3H3'],110.0,110.0,True,True
219,219.0,219.0,292.0,292.0,['E5F5 F5G5 G5G6 G6G7 G7G8 G8H8 H8H7'],['E5F5 F5G5 G5G6 G6G7 G7G8 G8H8 H8H7'],73.0,73.0,True,True
220,220.0,220.0,298.0,298.0,['G5H5 H5H6 H6H7 H7H8 H8I8 I8J8 J8I8'],['G5H5 H5H6 H6H7 H7H8 H8I8 I8J8 J8I8'],78.0,78.0,True,True
221,221.0,221.0,303.0,303.0,['F8G8 G8H8 H8I8 I8J8 J8J7 J7J6 J6J5 J5J4 J4J3 J3J4'],['F8G8 G8H8 H8I8 I8J8 J8J7 J7J6 J6J5 J5J4 J4J3 J3J4'],82.0,82.0,True,True
222,222.0,222.0,334.0,334.0,['I6J6 J6J5 J5J4 J4J3 J3J2 J2J1 J1J0 J0I0 I0H0 H0G0 G0H0'],['I6J6 J6J5 J5J4 J4J3 J3J2 J2J1 J1J0 J0I0 I0H0 H0G0 G0H0'],112.0,112.0,True,True
223,223.0,223.0,268.0,268.0,['H0I0 I0H0 H0G0 G0F0 F0F1'],['H0I0 I0H0 H0G0 G0F0 F0F1'],45.0,45.0,True,True
224,224.0,224.0,286.0,286.0,['I1I2 I2I3 I3I4 I4H4 H4G4 G4F4 F4F5'],['I1I2 I2I3 I3I4 I4H4 H4G4 G4F4 F4F5'],62.0,62.0,True,True
225,228.0,228.0,280.0,280.0,['I7I6 I6I5 I5I4 I4I3 I3H3 H3G3'],['I7I6 I6I5 I5I4 I4I3 I3H3 H3G3'],52.0,52.0,True,True
226,226.0,226.0,275.0,275.0,['E7E6 E6D6 D6C6 C6C7 C7B7'],['E7E6 E6D6 D6C6 C6C7 C7B7'],49.0,49.0,True,True
227,227.0,227.0,330.0,330.0,['C6B6 B6C6 C6D6 D6E6 E6F6 F6G6 G6G5 G5G4 G4G3 G3F3'],['C6B6 B6C6 C6D6 D6E6 E6F6 F6G6 G6G5 G5G4 G4G3 G3F3'],103.0,103.0,True,True
228,231.0,231.0,292.0,292.0,['H5G5 G5F5 F5F4 F4F3 F3F2 F2E2'],['H5G5 G5F5 F5F4 F4F3 F3F2 F2E2'],61.0,61.0,True,True
229,232.0,232.0,328.0,328.0,['G2F2 F2F3 F3F4 F4F5 F5F6 F6F7 F7F8 F8E8 E8D8 D8C8 C8C7'],['G2F2 F2F3 F3F4 F4F5 F5F6 F6F7 F7F8 F8E8 E8D8 D8C8 C8C7'],96.0,96.0,True,True
230,230.0,230.0,256.0,256.0,['A9B9 B9C9 C9C8'],['A9B9 B9C9 C9C8'],26.0,26.0,True,True
231,231.0,231.0,304.0,304.0,['C8B8 B8C8 C8D8 D8D7 D7D6 D6D5 D5D4 D4D3 D3C3'],['C8B8 B8C8 C8D8 D8D7 D7D6 D6D5 D5D4 D4D3 D3C3'],73.0,73.0,True,True
232,232.0,232.0,350.0,350.0,['F3G3 G3F3 F3E3 E3D3 D3C3 C3B3 B3B4 B4B5 B5B6'],['F3G3 G3F3 F3E3 E3D3 D3C3 C3B3 B3B4 B4B5 B5B6'],118.0,118.0,True,True
233,233.0,233.0,331.0,331.0,['C4C5 C5C6 C6D6 D6E6 E6F6 F6F7 F7F8 F8G8 G8F8'],['C4C5 C5C6 C6D6 D6E6 E6F6 F6F7 F7F8 F8G8 G8F8'],98.0,98.0,True,True
